#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-04T15:26:24 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-04T15:26:24	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/199/26/table3&-out.max=unlimited&-out=RAJ2000,DEJ2000,Ktmag,cz,GLON,GLAT	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_21990026
#Name: J/ApJS/199/26
#Title: The 2MASS Redshift Survey (2MRS) (Huchra+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/apjs/199/26	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/199/26	    IVOID of underlying data collection
#INFO	creator=Huchra J.P.	    First author or institution
#INFO	cites=bibcode:2012ApJS..199...26H	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2012	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/199/26	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.21990026	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-09-19	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_199_26_table3:
#Name: J/ApJS/199/26/table3
#Title: 2MRS catalog
#Column	RAJ2000	(F9.5)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Ktmag	(F6.3)	Extinction-corrected total extrapolated Ks mag	[ucd=phot.mag;em.IR.K]
#Column	cz	(I5)	? Redshift, corrected to solar system barycenter reference frame	[ucd=phys.veloc;pos.heliocentric]
#Column	GLON	(F9.5)	Galactic longitude	[ucd=pos.galactic.lon]
#Column	GLAT	(F9.5)	Galactic latitude	[ucd=pos.galactic.lat]
RAJ2000	DEJ2000	Ktmag	cz	GLON	GLAT
201.43832	-03.86434	11.385	10596	319.20532	 57.91905
208.82315	+09.00128	11.587	18321	345.69171	 66.41545
215.16211	-12.21881	11.552	 8840	334.62598	 45.09270
215.61404	+15.08683	11.316	 2281	  7.90532	 65.66018
217.01897	+01.00630	11.572	 7716	348.55914	 55.07647
222.63821	+09.62834	11.620	14978	  6.69412	 56.91380
224.89792	-04.88441	11.635	10617	351.84317	 45.46904
237.37004	+11.93584	11.357	10546	 21.87101	 45.66397
239.87042	+39.82763	11.449	 9296	 63.45762	 49.29633
240.66820	+15.75603	11.559	11205	 28.67565	 44.35359
290.06985	+63.29539	11.475	24751	 94.42157	 20.92526
294.26651	-54.55029	11.656	12776	343.13464	-28.26460
306.59949	-33.35094	11.562	13836	  9.21362	-33.36536
313.11261	-51.99101	11.403	15149	346.47070	-39.44892
317.87335	-35.97356	11.566	13024	  7.79170	-42.93079
330.44611	-54.76686	11.535	 8352	339.07614	-48.72245
331.86261	-20.84280	11.342	 7227	 33.39619	-52.18533
336.63980	+40.64742	11.615	 9194	 95.36732	-14.34394
336.91858	-48.89434	11.301	29239	344.97745	-54.81651
337.66751	-08.52943	11.631	16702	 55.46973	-51.89732
338.18567	-59.47158	11.566	12116	329.57016	-49.86864
339.82846	+21.84832	11.584	17752	 86.52377	-31.52389
344.80334	+13.60667	11.430	 2568	 85.64345	-41.00468
347.14819	-19.89321	11.167	24320	 44.49792	-65.39215
349.79565	+10.80234	11.607	 3807	 89.31879	-45.96190
356.55655	+05.86905	11.582	 9536	 94.98510	-53.42691
004.58543	+30.03993	11.627	 6681	114.45781	-32.28655
013.69603	-10.97306	11.577	16774	125.88120	-73.82561
016.10154	-06.59476	11.601	12592	132.05009	-69.23656
039.61433	+29.75807	11.546	 5080	149.10394	-27.61862
044.47968	+06.84797	11.490	 7996	169.56786	-44.27363
044.68530	+25.39505	11.619	10383	155.99966	-29.18044
055.28124	+06.76688	11.483	 6146	179.68585	-36.77560
061.79984	-40.17579	11.591	14794	243.86931	-47.80242
061.92100	-61.92008	11.606	17847	274.04956	-42.59464
075.01158	-46.22323	11.567	14031	251.92487	-38.08765
080.99595	-54.03916	11.580	16676	261.64578	-34.31257
082.74997	-26.44437	11.561	11545	229.86421	-28.49208
097.18092	-39.47461	11.498	11157	247.58655	-20.96887
106.90685	+32.51250	11.520	 7423	184.72234	 17.34091
109.19164	+22.14663	11.597	18018	195.50731	 15.23709
113.23450	+64.91078	11.589	 4166	151.33842	 28.74587
115.31293	-05.01684	11.578	11252	223.17538	  8.70302
120.44765	+36.22598	11.581	21582	184.58856	 29.10546
121.29276	+47.05135	11.469	 6884	172.37375	 31.70224
136.65468	-06.56874	11.581	 3800	236.12807	 26.07980
168.98790	-46.74394	11.527	 9170	286.39365	 13.03871
173.62999	-50.80413	11.398	14707	290.72119	 10.23497
179.15862	+11.39813	11.569	20137	260.98987	 69.67281
179.20123	-32.44763	11.581	 8313	289.75952	 29.02283
181.87260	-27.07727	11.666	 7937	291.00916	 34.77495
193.34044	-12.29051	11.602	 5164	303.67191	 50.57843
196.24133	+53.78088	11.584	 8619	118.49351	 63.23078
199.16568	+44.87637	11.651	27131	108.69544	 71.54823
214.91158	-21.74471	11.517	13878	328.70456	 36.67353
220.49860	-30.70126	11.610	11397	329.38345	 26.43075
223.92162	-39.62556	11.604	 7106	327.52109	 17.24084
228.70563	+10.28426	11.597	17159	 13.36608	 52.30113
236.96251	+69.46974	11.616	11474	104.17265	 40.62878
239.73555	+02.44305	11.585	14180	 12.37400	 38.84838
245.83324	+34.97036	11.592	10341	 56.47822	 44.46875
250.21223	+23.65949	11.609	11053	 42.63264	 38.51725
252.11217	-07.54368	11.163	 6930	 10.71724	 23.02978
255.81551	+31.45798	11.623	10179	 53.66629	 35.67221
256.19473	-24.80188	11.625	10892	358.35736	  9.86251
258.28241	+41.21075	11.622	11813	 65.89621	 35.37230
274.45364	+23.91979	11.652	18314	 51.28056	 17.68672
278.15323	+61.25870	11.546	18207	 90.77733	 25.78031
281.97940	-63.08951	11.582	10490	332.52689	-23.60440
287.27576	-37.35617	11.570	32089	  0.06232	-19.33851
290.69110	-27.69626	11.563	19823	 10.69418	-18.62117
291.52386	-57.67130	11.216	18277	339.39975	-27.19382
295.43567	+50.62088	11.266	 7313	 83.42209	 13.26858
308.77887	+14.78396	11.408	14277	 58.70090	-15.05718
343.18802	+33.39774	11.619	 6705	 96.20227	-23.24103
348.99673	-04.25488	11.617	 9476	 73.86112	-57.72516
350.99643	+16.81118	11.606	12773	 94.64841	-41.20819
352.42776	+20.78403	11.567	11409	 98.40584	-38.16437
355.99640	+08.33119	11.522	10942	 95.82490	-50.95582
000.73742	+04.20872	11.573	 8693	100.60388	-56.54631
018.13364	+31.98261	11.617	10460	128.13315	-30.67589
018.30852	+52.43744	11.656	 8565	126.30498	-10.29138
021.00826	-61.50564	11.574	14358	296.12888	-55.18996
030.19168	-33.83277	11.505	10638	241.35773	-73.65678
031.69519	-60.73203	11.603	 6844	287.33344	-54.05527
037.08130	+29.45591	11.519	 9322	147.00174	-28.84797
043.16864	+41.39629	11.361	 3964	146.11938	-15.95284
043.63328	-01.51860	11.321	12901	177.19304	-50.94011
045.55840	-15.82340	11.557	13280	199.25258	-57.66102
065.01666	-00.99467	11.625	 9974	194.42775	-33.63072
068.78619	-13.31015	11.599	10350	209.82812	-36.17132
069.61991	-12.28447	11.605	15174	209.09138	-35.00768
089.22961	-21.25187	11.444	14502	226.73042	-21.14576
096.60659	+48.69246	11.608	10077	166.02708	 16.17307
119.10640	-06.44803	11.345	15891	226.30023	 11.31577
119.86387	+07.44284	11.621	 9877	213.95547	 18.49047
133.60139	+20.22471	11.436	 9388	206.63766	 35.76927
134.31319	-26.76126	11.517	25724	251.76733	 12.08394
138.76155	+19.69705	11.531	 7843	209.31383	 40.16880
153.37375	-01.88497	11.619	13370	243.87450	 42.18348
154.09070	-43.51098	11.478	 5416	275.38376	 10.91238
154.40334	+06.39388	11.529	 9770	235.41127	 48.02015
163.34543	+56.31441	11.132	22906	150.63052	 53.99704
175.57024	+14.06655	11.386	 6216	248.48268	 69.24754
187.77818	+52.41429	11.522	11989	130.12209	 64.42943
194.80119	-19.42853	11.613	13152	305.45267	 43.40517
203.46928	-22.32692	11.592	12475	315.68192	 39.49180
220.38083	+31.65057	11.554	 9561	 50.26584	 65.66541
220.80939	+16.48825	11.640	11082	 16.37173	 62.03885
236.20920	-26.87794	11.423	21144	344.18472	 21.78469
247.14319	+25.56557	11.642	12102	 44.05022	 41.71766
267.28793	+61.67391	11.635	11780	 90.71486	 30.98058
276.78799	-35.05289	11.500	13925	358.85648	-10.65095
277.23724	+32.33456	11.233	19490	 60.46100	 18.51556
282.36786	+18.91905	11.254	24954	 49.69102	  8.92090
293.94925	+52.10118	11.599	16698	 84.37067	 14.75365
297.08701	+65.00011	11.644	19488	 97.30452	 18.71275
302.86694	-23.90892	11.577	15278	 18.68748	-27.59218
303.11133	+52.98383	11.611	 7310	 87.89848	 10.28946
305.93555	-20.12429	11.609	16568	 23.82974	-28.97446
313.54630	-69.03710	11.588	11080	325.29483	-36.03639
313.63132	+74.23468	11.617	13890	108.69229	 18.36804
314.46649	-50.66757	11.436	16856	348.08508	-40.41573
323.00827	-68.61823	11.584	16892	324.04959	-39.33179
325.96375	-00.32135	11.593	 8017	 55.71084	-37.64016
332.58002	+26.05792	11.605	12265	 83.38786	-24.18275
333.32870	+49.82326	11.614	 5547	 98.57145	 -5.41965
338.86893	-35.12184	11.399	 8604	  9.01552	-59.98543
339.79993	+12.13750	11.616	 7207	 79.36810	-39.29790
346.67221	-00.85189	11.405	16432	 74.83078	-53.64183
350.97031	-38.35933	11.602	16047	355.90033	-68.51876
354.50430	+15.90056	11.406	20436	 98.28442	-43.42951
355.99393	-32.72637	11.436	11547	  7.88636	-74.37112
356.38626	-04.82372	11.583	22654	 84.87144	-62.71992
007.46347	-40.94402	11.649	11964	319.39789	-75.48668
026.10511	-41.83179	11.639	 6099	269.92856	-71.73380
042.74783	+03.52354	11.646	11497	170.83955	-47.91358
046.73097	+41.62326	11.459	14810	148.41397	-14.44821
062.32671	+33.88995	11.475	23424	163.29652	-13.05391
069.43546	+01.09789	11.637	10115	195.11578	-28.77722
071.58540	-10.11243	11.600	 4348	207.71846	-32.33750
081.50581	+62.94957	11.433	18670	148.93919	 14.99456
082.27418	-46.16159	11.575	 7922	252.24191	-33.06818
087.53875	-60.61486	11.606	 4760	269.48273	-30.84399
095.87904	-37.23617	11.631	 9315	244.96391	-21.22480
104.28288	+12.78678	11.431	11019	202.13440	  7.03527
107.70707	+22.12826	11.415	18479	194.95239	 13.97101
118.52599	-52.30197	11.607	11450	265.86676	-12.34704
120.75367	+35.15928	11.563	10098	185.84184	 29.08763
127.93581	-05.41078	11.592	12326	229.96909	 19.42192
129.22189	-05.91843	11.247	11760	231.14053	 20.24731
133.70505	+57.67043	11.433	 4265	159.14699	 39.00116
144.41699	-36.89020	11.530	12641	265.29761	 11.44745
145.22420	-36.02547	11.602	12733	265.18829	 12.52346
160.66461	-28.98724	11.533	17553	271.70834	 25.96483
166.35789	-10.05935	11.608	 8407	264.67798	 44.79560
169.61780	+25.32368	11.387	 7532	212.61778	 69.10255
174.69162	-37.71173	11.469	17503	287.39352	 22.95747
175.53438	+20.70073	11.626	11611	231.31870	 72.92915
185.83351	+15.82053	11.455	  480	271.52985	 76.94608
186.47177	+62.42910	11.551	10019	128.01273	 54.44653
187.55046	+56.70218	11.635	19937	128.79564	 60.18379
191.55536	-34.10883	11.498	26255	301.70029	 28.75044
193.99800	-09.60754	11.638	17438	304.80811	 53.24757
200.38252	+32.91974	11.487	11468	 76.40674	 81.28918
200.43941	+31.23723	11.506	 7221	 66.57574	 82.21375
200.93022	-57.52951	11.176	 6433	307.27161	  5.06999
202.01797	-33.68992	11.560	 8000	311.60446	 28.56416
208.30885	+00.44723	11.637	 7344	334.55807	 59.46989
216.95703	+11.56031	11.600	 7432	  3.09272	 62.53905
217.24821	+60.83346	11.495	15488	103.63507	 52.48565
225.81320	+36.14774	11.540	22001	 59.11855	 60.69310
240.32613	+11.29195	11.465	14212	 22.88548	 42.78810
243.40417	-72.60989	11.613	21254	316.78305	-15.43273
246.42705	+25.73257	11.588	14103	 44.05241	 42.38448
251.97644	-58.13404	11.434	14256	330.18973	 -8.40035
256.22311	+40.48457	11.539	 9312	 64.78065	 36.83568
268.38672	+64.17302	11.460	10553	 93.62379	 30.48684
276.83459	+33.50014	11.461	14712	 61.48774	 19.24291
289.47424	+47.38037	11.509	16221	 78.68245	 15.43386
293.18353	-31.48574	11.549	12242	  7.71207	-21.97296
312.49146	+13.03434	11.607	 4580	 59.33179	-19.01734
323.08795	-62.89244	11.639	18287	330.79617	-41.89775
327.31863	-56.66827	11.581	10285	337.55182	-46.34388
333.45367	+39.23650	11.596	 5366	 92.46521	-14.13479
341.88150	+21.64282	11.605	16210	 88.25900	-32.75677
342.95139	+17.26354	11.526	25507	 86.35062	-36.96937
354.94220	+24.43222	11.605	17076	102.77705	-35.61875
009.69093	+06.46769	11.243	11508	117.25641	-56.26426
016.48991	+07.39187	11.352	17329	129.26495	-55.30116
018.59290	+50.22729	11.628	 6299	126.68497	-12.47714
020.81596	-09.02815	11.595	14863	146.98071	-70.39936
030.34488	-11.75446	11.577	15866	173.20079	-67.51143
030.93686	+12.15631	11.501	14065	149.32860	-46.97567
033.54641	+17.61263	11.542	12689	149.41292	-40.96547
053.73831	+03.42316	11.517	 9112	181.62653	-40.12729
053.93682	+11.08336	11.546	 9802	174.67796	-34.80065
056.54168	+16.26151	11.583	 8952	172.45671	-29.35291
068.58215	-12.79943	11.565	 9749	209.15027	-36.14304
074.20383	-05.24958	11.491	17781	204.06526	-27.82146
075.65580	-20.92284	11.404	 9707	221.36165	-32.87930
078.43294	+01.95325	11.265	 8658	199.41270	-20.62666
079.47338	-58.57377	11.335	28976	267.19403	-34.97965
097.79065	-19.17069	11.605	11316	228.05144	-12.94461
106.25832	-48.77151	11.508	11690	259.17819	-17.94865
114.36558	+19.59090	11.406	 8617	199.95605	 18.67164
120.59856	+31.18775	11.602	11668	190.16112	 27.91126
120.71189	-08.61597	11.661	12704	229.02663	 11.62177
121.18504	+61.53527	11.284	 9097	155.29112	 32.29186
131.38795	+26.32292	11.586	17018	198.71904	 35.67435
135.88492	-21.33380	11.656	 5456	248.34436	 16.61438
162.28143	+06.91740	11.451	  720	242.15686	 54.64314
164.59047	-08.43593	11.153	18364	261.34000	 45.11031
164.79356	+50.26376	11.660	20091	158.07970	 58.50404
167.64771	+03.26736	11.678	 7579	253.27065	 56.08712
170.27711	+69.44092	11.597	13068	134.06206	 45.68592
172.91379	+67.24164	11.282	16225	134.32498	 48.08365
188.90518	+12.38202	11.649	  282	288.05057	 74.79482
195.49928	+06.28312	11.609	13126	310.27258	 69.00416
196.57759	-54.78433	11.651	14963	305.09619	  8.02492
197.18056	+04.60578	11.636	11712	314.06143	 67.10323
198.17064	+53.71476	11.673	 7179	115.97147	 63.12559
206.08925	+29.91970	11.494	18662	 49.54661	 78.05356
208.09009	-13.70460	11.534	11492	324.72607	 46.57296
209.79601	+34.07201	11.334	16332	 62.56705	 73.88194
215.55577	-15.29938	11.537	19717	333.08731	 42.19489
235.90163	+43.91330	11.513	11166	 70.42483	 51.70543
237.26122	+25.68635	11.654	21613	 41.24860	 50.41349
246.68803	+40.68417	11.628	 8734	 64.49749	 44.07308
257.38367	+34.42699	11.549	 7161	 57.56081	 34.99852
258.52780	+57.99356	11.599	 9511	 86.53543	 35.52252
263.33646	+36.74836	11.291	12494	 61.45170	 30.73933
267.11908	+12.52795	11.589	 6451	 37.33195	 19.54813
311.11362	-30.72676	11.697	 7525	 13.36166	-36.52269
316.23697	+62.31115	11.251	17094	 99.71580	 10.15159
320.30692	+42.74126	11.715	10786	 87.10502	 -5.04599
334.08246	+37.66324	11.628	 5823	 91.93445	-15.70150
340.14767	-33.99505	11.651	 9276	 11.09738	-61.13963
341.33310	+34.05952	11.582	 8753	 95.09801	-21.90757
346.63510	-25.42738	11.597	15761	 31.10833	-66.46649
346.83994	+33.94210	11.588	 5717	 99.42928	-24.13568
348.26114	-13.62303	11.215	23829	 58.47333	-63.36139
001.92122	+08.23491	11.456	10581	104.71332	-53.08209
010.09016	+07.01522	11.385	11683	118.04394	-55.75129
017.93151	+35.27611	11.600	 4854	127.59538	-27.41176
025.64783	-21.53677	11.583	10036	190.04605	-77.08599
032.17538	+30.79754	11.659	13848	141.92897	-29.20806
039.24183	-32.91267	11.358	20907	233.59091	-66.50460
039.28778	+84.86704	11.656	 5636	125.40237	 22.51060
040.39650	+42.25348	11.610	19781	143.79834	-16.11166
043.92536	+09.32420	11.664	 7489	166.80609	-42.71790
047.80947	-36.17772	11.514	19257	238.74501	-59.09198
049.54512	-76.75845	11.641	15681	293.01318	-37.39734
055.28576	-02.52811	11.593	11711	189.15074	-42.56409
058.43950	+36.79892	11.642	 5933	158.88025	-13.04133
068.58883	-08.03001	11.536	 9401	203.91003	-34.05149
068.91541	+20.95137	11.440	18521	177.26538	-17.52057
069.13601	-68.39926	11.543	19987	280.29648	-37.29074
078.08218	+51.53842	11.610	 8529	157.62639	  7.18390
079.34693	+05.35668	11.640	 8632	196.79193	-18.11592
080.74819	+15.47338	11.578	19577	188.64760	-11.60727
083.59280	+13.01944	11.507	14214	192.25630	-10.56731
090.57707	-53.61070	11.464	16137	261.59100	-28.64562
100.07392	-19.38246	11.611	11333	229.17239	-11.07701
104.66392	+53.48632	11.609	10357	163.01196	 22.52940
118.88560	+27.73619	11.586	22740	193.34045	 25.44782
120.83059	-52.21045	11.550	10159	266.49570	-11.07462
122.17423	-67.54217	11.653	 6975	280.65732	-17.99606
128.19530	-07.11386	11.469	 8281	231.64755	 18.75035
139.26067	-25.06626	11.482	16953	253.40829	 16.57222
144.55788	+48.38827	11.581	 7731	169.83325	 47.22926
149.65474	-00.92953	11.596	18406	239.79811	 39.88436
159.03500	+34.90902	11.524	17562	189.41249	 60.14237
175.13538	+35.60772	11.576	13792	179.23511	 72.69276
183.06671	-06.39610	11.430	 8742	285.72162	 55.16130
184.73297	+39.14011	11.423	11074	150.31558	 76.20940
186.30743	-15.64193	11.523	21084	293.70212	 46.75956
192.28687	+27.36885	11.610	 6593	187.51666	 89.43695
196.06326	+35.41542	11.211	10324	105.46147	 81.27388
198.50554	+33.93685	11.629	10528	 88.79429	 81.63677
230.71999	+08.74486	11.459	11287	 12.95497	 49.80123
231.58830	+06.71651	11.545	23125	 11.07855	 47.97560
233.26982	+00.55632	11.625	11859	  5.35585	 43.00420
240.24564	+70.60074	11.467	 7162	104.58096	 39.06792
271.88211	+10.36798	11.605	13429	 37.35868	 14.40477
316.07303	-54.66396	11.618	12789	342.69351	-40.83895
320.71109	+15.27214	11.490	 8937	 66.44104	-23.99881
325.36697	-39.76493	11.472	 4873	  2.53313	-48.93018
326.94409	-65.38782	11.394	16476	326.77176	-42.25484
342.93201	-29.44583	11.575	11104	 20.80081	-63.61633
347.77856	+36.33419	11.700	19157	101.27543	-22.28296
352.34818	+14.20437	11.457	12443	 94.69059	-44.12208
007.72407	-09.20779	11.596	 5957	106.82041	-71.43407
016.82051	+24.50916	11.443	 9102	127.52071	-38.22129
029.44255	+08.99459	11.607	17548	149.21538	-50.46107
034.90372	+37.26822	11.196	10891	141.77393	-22.35610
043.27010	+05.92862	11.636	21429	169.11728	-45.75306
044.27258	+47.84229	11.619	19788	143.73128	 -9.89035
045.93887	+01.72786	11.440	 8493	176.09073	-47.02456
046.00578	+34.26495	11.583	17599	151.89056	-21.04542
046.23100	+21.37667	11.139	 4209	159.96194	-31.72951
046.95094	-04.26257	11.494	 9282	183.88599	-50.25442
051.00595	-39.48341	11.356	12113	244.16850	-56.11328
055.34064	+15.42356	11.391	 7402	172.18639	-30.76089
059.98045	-24.96372	11.577	18239	221.01317	-47.85614
066.75923	-10.02021	11.377	 8957	205.08095	-36.56404
075.11485	+70.31073	11.436	19169	141.08443	 16.84209
112.36508	+56.14286	11.617	11015	161.17743	 27.42248
114.14647	-61.60414	11.599	10593	273.46338	-18.55907
114.40550	+62.28878	11.556	12737	154.36388	 29.11219
120.99484	+19.36424	11.489	10146	202.73965	 24.36461
128.76785	+52.83160	11.614	13351	165.63632	 36.74788
129.11626	+10.64510	11.477	 9110	215.13139	 28.11107
135.14439	-73.07373	11.602	11478	287.99048	-17.32737
153.56703	+76.55334	11.617	14915	133.57642	 37.13215
164.60938	+56.98963	11.552	14177	148.98343	 54.04539
189.71881	-48.83955	11.698	11439	300.80228	 13.98025
190.07161	-21.86340	11.628	13971	299.50635	 40.93414
192.27759	-28.19490	11.430	 7344	302.30829	 34.67401
192.88191	-18.52007	11.194	13666	302.96164	 44.35164
197.43105	+34.98478	11.607	10922	 97.58917	 81.22461
199.06648	+30.26450	11.639	14745	 64.33878	 83.71843
199.81967	-00.99549	11.240	25153	317.44598	 61.08921
209.75627	+00.24119	11.560	 9743	336.83041	 58.59210
214.25423	+07.26014	11.553	 7487	352.46628	 61.59889
218.39465	+52.71949	11.597	13504	 93.29440	 58.12942
222.55620	+29.76042	11.601	15997	 45.75763	 63.82767
227.22484	-00.19692	11.463	16270	359.02155	 47.14472
227.70694	-45.08962	11.555	10566	327.20651	 11.11180
228.37209	+42.33033	11.536	 8380	 70.04470	 57.41807
232.55106	+27.13403	11.526	 9773	 42.28738	 54.82846
233.69438	+21.24930	11.543	14833	 33.02717	 52.45204
241.18651	+49.45833	11.582	 7244	 77.56064	 46.98260
262.78491	-62.36806	11.305	17651	329.76663	-15.20636
271.04108	+29.68850	11.531	14517	 55.85923	 22.59379
288.22403	+50.40151	11.576	16299	 81.25835	 17.35645
288.39368	+72.04443	11.531	21330	103.30002	 24.03648
291.16208	+50.72122	11.552	20337	 82.32029	 15.75985
305.59583	+02.15563	11.599	12398	 45.74331	-19.06106
309.52316	-43.38997	11.688	 5648	357.46329	-37.11900
312.82126	-52.99757	11.621	14593	345.19882	-39.17284
319.47955	-22.77339	11.371	15631	 25.71504	-41.75922
324.66928	-31.43180	11.347	27253	 15.08778	-48.07702
328.11304	-27.16170	11.603	 9403	 22.24996	-50.40297
335.39944	-48.75040	11.586	10304	345.90225	-53.96143
339.70322	+21.26704	11.660	17843	 86.02089	-31.93440
358.97745	-34.25524	11.618	14677	358.67108	-76.11697
006.86841	+52.36991	11.466	26769	119.21791	-10.32881
012.11847	+49.90773	11.560	11995	122.44221	-12.96108
012.42523	-30.29532	11.498	14090	309.68628	-86.81013
013.74596	+30.80527	11.478	 4684	123.83032	-32.06020
016.34494	-34.57379	11.617	11008	281.91318	-81.97736
017.14437	+16.90018	11.454	12241	128.81490	-45.77562
019.82452	-12.57406	11.528	13265	148.44307	-74.04961
024.25855	+04.51635	11.485	17491	143.84233	-56.49289
024.98475	+23.12131	11.527	20561	137.20273	-38.40263
027.48869	+43.50460	11.577	 6275	134.04385	-18.10086
039.71417	+00.50871	11.550	14180	170.37839	-52.17871
041.03183	-51.84683	11.577	18759	270.07196	-57.48364
043.95199	+36.68038	11.360	14068	149.04846	-19.80545
058.80365	-17.29879	11.350	 8404	209.75473	-46.59019
061.40844	-15.86280	11.669	12228	209.19482	-43.73742
066.77235	-49.11488	11.660	17472	256.15121	-43.46072
067.99145	-12.81858	11.586	 9914	208.87608	-36.67545
096.83313	+47.92692	11.569	13260	166.82198	 16.01356
096.93600	-35.67916	11.676	17335	243.69098	-19.91082
113.06370	+58.60135	11.607	12336	158.48000	 28.12235
125.18855	+19.36227	11.660	 5741	204.35501	 28.04615
127.08511	+02.44554	11.358	10441	222.21722	 22.60117
135.30881	+34.81134	11.459	 9682	189.02016	 40.72108
136.68651	+44.26092	11.458	14697	176.48662	 42.30421
165.14362	-21.16933	11.582	 3705	271.07071	 34.75297
167.23920	+80.65204	11.554	12734	127.87928	 35.47009
175.42291	+71.56361	11.541	13494	130.56915	 44.51607
181.67377	+80.91999	11.624	10317	125.10114	 36.01918
185.14331	-06.92889	11.504	 9191	289.44937	 55.13279
186.63182	+09.12315	11.617	 7235	283.66666	 71.05716
194.26993	-30.47209	11.609	16479	304.37140	 32.38387
198.11301	+43.78833	11.541	18471	110.00905	 72.80891
217.81921	-36.60600	11.435	11592	324.37286	 22.07437
220.07881	-52.74232	11.640	13273	319.12036	  6.67327
225.31192	-07.47493	11.499	 2158	349.86551	 43.25945
226.23186	+31.12501	11.412	20530	 48.82336	 60.68570
227.00142	-42.09619	11.343	13541	328.34177	 13.93910
228.16298	-45.58390	11.548	16492	327.22311	 10.52290
240.45184	-00.80910	11.589	 9704	  9.49486	 36.42078
240.81934	-21.49114	11.565	14777	351.48804	 22.79861
243.06389	+02.99382	11.648	13739	 15.22502	 36.34715
248.04417	-70.12041	11.718	13771	319.71811	-14.83439
249.48924	-65.59019	11.629	15625	323.61673	-12.29344
261.26846	+41.99392	11.334	10593	 67.19379	 33.26276
272.45984	+58.37879	11.265	 9406	 87.11967	 28.19793
274.42407	-67.11077	11.585	11871	327.38885	-21.67234
278.32516	-42.65622	11.665	12631	352.27805	-14.90566
288.90613	-47.88640	11.547	 4879	349.65152	-23.64846
289.94272	+33.52382	11.558	19103	 65.98784	  9.22691
292.87958	-08.02194	11.620	 3183	 30.25222	-12.53104
295.36237	+51.26112	11.565	13085	 83.98869	 13.59774
305.00369	+74.52483	11.400	11886	107.63503	 20.48392
306.20642	+26.74314	11.631	12232	 67.35360	 -6.30273
310.65988	-30.82719	11.594	21608	 13.13324	-36.16464
336.20721	-01.90901	11.404	17211	 62.31671	-46.78640
340.67102	-24.91581	11.539	14379	 29.97482	-61.06801
340.79156	-23.42519	11.427	13707	 33.01962	-60.84546
359.94424	-13.21098	11.547	 8867	 79.43108	-71.57251
001.52117	-44.32757	11.554	13921	327.89868	-70.53690
005.90705	-00.50990	11.601	19036	107.70544	-62.55659
012.41859	+32.16889	11.263	20093	122.49786	-30.70127
015.30210	-03.14939	11.653	21677	128.91560	-65.90752
030.69715	+36.77459	11.614	14308	138.50320	-23.93022
032.64157	+48.48778	11.569	10148	136.20624	-12.33381
046.63386	-12.38154	11.418	25222	194.65062	-55.12017
056.72070	-49.98473	11.638	16065	259.47580	-49.62606
061.14835	-46.04187	11.233	 1274	252.62260	-47.67073
069.04765	+20.01579	11.583	18147	178.10974	-18.01466
078.41275	-28.16876	11.629	11108	230.48026	-32.68034
082.43574	-53.75522	11.594	 7012	261.31522	-33.46109
083.99794	-29.59633	11.687	11590	233.65942	-28.38420
090.88186	-22.88905	11.498	15862	228.96510	-20.33504
096.11938	-16.50816	11.595	 6261	224.88557	-13.28038
110.50424	+14.97678	11.583	12692	202.78262	 13.42743
127.31202	+55.52280	11.539	 7698	162.35551	 35.76318
144.66971	-19.89600	11.619	10203	252.96176	 23.74910
150.66226	-05.15078	11.603	10673	244.82875	 38.00547
151.32721	+05.56970	11.617	 6869	233.93463	 45.01891
156.71631	-03.26036	11.649	 9213	248.31740	 43.75762
159.39523	-15.77737	11.586	 8407	261.82101	 36.19255
165.74747	+17.33046	11.520	12755	228.63901	 63.13320
174.76511	+45.60593	11.396	17244	156.07913	 66.58587
184.86687	+60.93100	11.457	12607	129.82921	 55.76721
187.22919	+13.79084	11.511	13097	280.30093	 75.66351
194.47623	-30.26190	11.563	16089	304.58929	 32.58902
