#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-06T23:19:26 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-06T23:19:26	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/438/3465/table2&-out=IDpt,x,y,z&-out.max=999999	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_74383465
#Name: J/MNRAS/438/3465
#Title: Cosmic web filaments in the SDSS (Tempel+, 2014)
#INFO	ivoid=ivo://cds.vizier/j/mnras/438/3465	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/438/3465	    IVOID of underlying data collection
#INFO	creator=Tempel E.	    First author or institution
#INFO	cites=bibcode:2014MNRAS.438.3465T	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2014	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/438/3465	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.74383465	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-08-08	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_438_3465_table2:
#Name: J/MNRAS/438/3465/table2
#Title: Filament points properties
#Column	IDpt	(I6)	[1/275599] Unique identification number for a filament point, shared for all filaments	[ucd=pos.distance]
#Column	x	(F8.3)	Co-moving coordinate of the point (Mpc/h)	[ucd=pos.distance;pos.cartesian.x]
#Column	y	(F8.3)	Co-moving coordinate of the point (Mpc/h)	[ucd=pos.distance;pos.cartesian.y]
#Column	z	(F8.3)	Co-moving coordinate of the point (Mpc/h)	[ucd=pos.distance;pos.cartesian.z]
IDpt	x	y	z
211364	  -0.836	  88.355	  48.761
211365	  -1.125	  88.422	  49.164
211366	  -1.414	  88.494	  49.565
211367	 -64.765	 167.677	 108.128
211368	 -64.465	 168.072	 108.192
211369	 -64.175	 168.477	 108.249
211370	 -63.902	 168.894	 108.315
211371	 -63.652	 169.343	 108.428
211372	 -63.349	 169.744	 108.546
211373	 -62.996	 170.099	 108.648
211374	 -62.608	 170.426	 108.666
211375	 -62.238	 170.779	 108.662
211376	 -61.877	 171.140	 108.633
211377	 -61.514	 171.484	 108.643
211378	 -61.155	 171.832	 108.657
211379	 -60.800	 172.183	 108.672
211380	  26.870	 105.883	  26.710
211381	  26.853	 106.048	  27.188
211382	  26.897	 106.238	  27.651
211383	  26.978	 106.427	  28.108
211384	  27.072	 106.633	  28.558
211385	 113.239	 336.717	 -49.898
211386	 113.513	 336.324	 -49.710
211387	 113.819	 335.953	 -49.549
211388	 114.154	 335.600	 -49.426
211389	 114.482	 335.234	 -49.331
211390	 114.819	 334.873	 -49.250
211391	 115.171	 334.517	 -49.171
211392	 115.501	 334.139	 -49.110
211393	 115.792	 333.730	 -49.118
211394	 116.038	 333.294	 -49.186
211395	 116.270	 332.853	 -49.294
211396	 116.498	 332.416	 -49.387
211397	 116.730	 331.981	 -49.473
211398	 116.964	 331.547	 -49.557
211399	 117.198	 331.114	 -49.641
211400	 117.435	 330.681	 -49.724
211401	  84.360	 106.384	 -26.349
211402	  83.928	 106.208	 -26.129
211403	  83.544	 106.008	 -25.871
211404	  83.213	 105.774	 -25.577
211405	  82.908	 105.535	 -25.260
211406	  82.627	 105.300	 -24.916
211407	  82.355	 105.081	 -24.553
211408	  82.077	 104.861	 -24.198
211409	  81.820	 104.646	 -23.820
211410	  81.541	 104.443	 -23.453
211411	  81.223	 104.263	 -23.115
211412	  80.849	 104.090	 -22.832
211413	  80.451	 103.920	 -22.582
211414	  80.048	 103.750	 -22.340
211415	  79.640	 103.581	 -22.105
211416	  79.233	 103.411	 -21.868
211417	  78.825	 103.243	 -21.633
211418	  78.416	 103.082	 -21.395
211419	  78.003	 102.933	 -21.154
211420	  24.297	  34.492	   9.627
211421	  24.080	  34.735	  10.045
211422	  23.876	  35.041	  10.397
211423	  23.687	  35.392	  10.703
211424	  23.500	  35.742	  11.011
211425	 -99.685	 175.707	  88.941
211426	 -99.584	 176.078	  89.307
211427	 -99.510	 176.387	  89.711
211428	 -99.468	 176.635	  90.147
211429	 -99.413	 176.867	  90.590
211430	 -99.210	 177.130	  91.008
211431	 -46.516	 285.068	-136.736
211432	 -46.310	 285.052	-136.263
211433	 -46.049	 284.982	-135.835
211434	 -45.784	 284.824	-135.436
211435	 -45.598	 284.536	-135.028
211436	 -16.723	 231.704	 -96.574
211437	 -16.654	 232.101	 -96.276
211438	 -16.509	 232.523	 -96.036
211439	 -16.302	 232.958	 -95.846
211440	 -16.090	 233.379	 -95.661
211441	 -15.894	 233.798	 -95.469
211442	 -15.697	 234.217	 -95.278
211443	 -15.498	 234.636	 -95.091
211444	 -15.285	 235.051	 -94.908
211445	 -15.086	 235.476	 -94.733
211446	 -14.918	 235.918	 -94.574
211447	 -14.794	 236.385	 -94.441
211448	 173.795	 131.356	  26.732
211449	 173.890	 131.377	  27.228
211450	 174.003	 131.357	  27.716
211451	 174.128	 131.304	  28.204
211452	 174.256	 131.242	  28.686
211453	 174.412	 131.208	  29.164
211454	 174.563	 131.154	  29.638
211455	 174.694	 131.100	  30.119
211456	 174.819	 131.048	  30.602
211457	 154.644	 274.104	 -41.702
211458	 154.975	 274.378	 -41.254
211459	 155.270	 274.723	 -40.899
211460	 155.536	 275.113	 -40.623
211461	 155.695	 275.586	 -40.565
211462	 155.850	 276.057	 -40.499
211463	 155.996	 276.533	 -40.443
211464	 156.144	 277.009	 -40.389
211465	  24.107	 189.014	   4.340
211466	  23.934	 188.912	   4.802
211467	  23.749	 188.792	   5.253
211468	  23.563	 188.661	   5.700
211469	  23.370	 188.529	   6.142
211470	  23.187	 188.417	   6.596
211471	  23.009	 188.323	   7.055
211472	  22.827	 188.237	   7.514
211473	  22.621	 188.150	   7.960
211474	  22.387	 188.067	   8.395
211475	-198.468	 279.477	 -80.847
211476	-198.808	 279.042	 -80.714
211477	-199.042	 278.582	 -80.658
211478	-199.152	 278.095	 -80.697
211479	-199.301	 277.615	 -80.721
211480	-199.438	 277.131	 -80.740
211481	-199.571	 276.645	 -80.753
211482	-199.715	 276.161	 -80.782
211483	   8.811	 105.123	 -54.072
211484	   8.845	 105.537	 -53.790
211485	   8.877	 105.948	 -53.499
211486	   8.911	 106.352	 -53.195
211487	   8.942	 106.754	 -52.872
211488	   8.972	 107.174	 -52.583
211489	   9.031	 107.631	 -52.376
211490	   9.077	 108.116	 -52.249
211491	   9.098	 108.614	 -52.164
211492	   9.115	 109.110	 -52.086
211493	   9.173	 109.608	 -52.021
211494	 -91.352	  86.497	  31.752
211495	 -90.916	  86.672	  31.949
211496	 -90.484	  86.867	  32.130
211497	 -90.057	  87.075	  32.302
211498	 -89.626	  87.269	  32.482
211499	 -89.165	  87.403	  32.658
211500	 -88.690	  87.502	  32.823
211501	 -88.226	  87.611	  32.981
211502	 211.516	 267.260	-134.862
211503	 211.429	 266.910	-134.498
211504	 211.407	 266.553	-134.139
211505	 211.450	 266.182	-133.798
211506	 211.533	 265.811	-133.468
211507	 211.600	 265.440	-133.136
211508	 211.678	 265.070	-132.809
211509	 211.804	 264.724	-132.468
211510	 211.963	 264.373	-132.143
211511	 212.125	 264.040	-131.802
211512	 212.258	 263.686	-131.476
211513	 212.380	 263.335	-131.141
211514	 -40.193	 172.241	  49.876
211515	 -39.794	 171.944	  49.931
211516	 -39.396	 171.626	  49.992
211517	 -38.997	 171.314	  50.075
211518	 -38.592	 171.025	  50.188
211519	-125.944	 171.661	-119.748
211520	-125.686	 172.073	-119.651
211521	-125.353	 172.416	-119.524
211522	-124.941	 172.687	-119.374
211523	-124.541	 172.966	-119.223
211524	-124.188	 173.296	-119.081
211525	-123.869	 173.667	-118.968
211526	-123.558	 174.049	-118.880
211527	-123.233	 174.424	-118.819
211528	-122.910	 174.801	-118.760
211529	-122.584	 175.176	-118.703
211530	-122.255	 175.550	-118.647
211531	-121.875	 175.911	-118.594
211532	-121.533	 176.304	-118.537
211533	-121.263	 176.734	-118.486
211534	-121.106	 177.208	-118.443
211535	-120.995	 177.697	-118.412
211536	-120.908	 178.191	-118.381
211537	-120.926	 178.684	-118.260
211538	-121.020	 179.172	-118.102
211539	-121.199	 179.647	-117.898
211540	  58.019	 211.187	  15.136
211541	  58.044	 211.239	  15.631
211542	  58.076	 211.215	  16.140
211543	  58.128	 211.160	  16.647
211544	  58.224	 211.108	  17.148
211545	  58.300	 211.072	  17.643
211546	   5.340	 228.127	 -10.222
211547	   5.621	 228.402	  -9.912
211548	   5.897	 228.695	  -9.615
211549	   6.164	 229.016	  -9.330
211550	   6.437	 229.367	  -9.062
211551	   6.698	 229.714	  -8.775
211552	   6.938	 230.026	  -8.449
211553	   7.121	 230.286	  -8.064
211554	   7.278	 230.520	  -7.650
211555	   7.427	 230.751	  -7.232
211556	   7.580	 230.990	  -6.818
211557	  43.382	 137.365	 -16.417
211558	  43.128	 137.112	 -16.065
211559	  42.850	 136.853	 -15.717
211560	  42.596	 136.552	 -15.394
211561	  42.383	 136.192	 -15.117
211562	  42.254	 135.771	 -14.878
211563	  42.157	 135.330	 -14.655
211564	  42.071	 134.895	 -14.423
211565	  41.982	 134.461	 -14.190
211566	  41.895	 134.025	 -13.959
211567	  41.795	 133.596	 -13.718
211568	  41.684	 133.163	 -13.480
211569	  41.587	 132.711	 -13.269
211570	  41.509	 132.243	 -13.084
211571	  41.436	 131.780	 -12.905
211572	  41.363	 131.321	 -12.720
211573	   4.047	 149.316	  77.101
211574	   3.732	 149.470	  77.464
211575	   3.414	 149.611	  77.829
211576	   3.101	 149.756	  78.192
211577	   2.789	 149.904	  78.553
211578	   2.472	 150.047	  78.913
211579	   2.154	 150.186	  79.273
211580	   1.831	 150.320	  79.631
211581	 208.682	 186.677	  86.674
211582	 208.735	 186.649	  87.174
211583	 208.763	 186.634	  87.675
211584	 208.777	 186.635	  88.176
211585	 208.782	 186.642	  88.678
211586	 208.775	 186.630	  89.180
211587	 208.749	 186.586	  89.678
211588	 208.683	 186.530	  90.171
211589	 208.585	 186.481	  90.659
211590	 208.452	 186.445	  91.140
211591	 208.291	 186.379	  91.612
211592	 208.120	 186.288	  92.078
211593	 207.951	 186.183	  92.541
211594	 207.789	 186.100	  93.007
211595	 207.625	 186.008	  93.471
211596	 207.455	 185.836	  93.903
211597	 207.284	 185.579	  94.297
211598	 207.109	 185.252	  94.648
211599	 206.932	 184.930	  94.996
211600	 206.752	 184.622	  95.348
211601	 206.574	 184.326	  95.710
211602	-113.880	 324.835	 168.089
211603	-113.914	 325.041	 168.615
211604	-113.962	 325.143	 169.150
211605	-114.039	 325.249	 169.690
211606	-114.000	 325.266	 170.183
211607	-114.026	 325.379	 170.672
211608	-114.034	 325.499	 171.158
211609	-114.034	 325.603	 171.648
211610	-114.032	 325.702	 172.140
211611	 -63.537	  62.022	  18.294
211612	 -63.292	  62.368	  18.561
211613	 -63.043	  62.716	  18.822
211614	 -62.802	  63.063	  19.091
211615	 -62.579	  63.417	  19.367
211616	 -62.398	  63.757	  19.685
211617	 -62.253	  64.083	  20.034
211618	 -62.133	  64.382	  20.419
211619	 -62.015	  64.675	  20.807
211620	 -61.895	  64.966	  21.197
211621	 154.542	 199.464	 132.364
211622	 154.287	 199.856	 132.130
211623	 154.018	 200.264	 131.950
211624	 153.742	 200.681	 131.867
211625	 153.490	 201.110	 131.904
211626	 153.257	 201.541	 132.016
211627	 153.036	 201.970	 132.171
211628	 152.793	 202.389	 132.313
211629	 139.413	 166.327	-102.460
211630	 139.609	 165.876	-102.366
211631	 139.822	 165.438	-102.247
211632	 140.046	 165.006	-102.120
211633	 140.261	 164.568	-101.999
211634	 140.453	 164.115	-101.904
211635	 140.630	 163.655	-101.819
211636	  45.950	 198.243	  97.248
211637	  46.204	 197.631	  97.345
211638	  46.231	 197.151	  97.497
211639	  46.248	 196.679	  97.665
211640	  46.261	 196.206	  97.834
211641	  46.267	 195.728	  97.995
211642	  46.307	 195.254	  98.153
211643	  46.381	 194.780	  98.300
211644	  46.494	 194.318	  98.454
211645	  46.606	 193.855	  98.606
211646	  46.720	 193.390	  98.752
211647	  46.833	 192.926	  98.899
211648	  46.950	 192.462	  99.045
211649	  47.065	 191.998	  99.191
211650	  47.179	 191.532	  99.332
211651	  47.319	 191.069	  99.461
211652	  47.494	 190.616	  99.584
211653	-168.519	 195.668	  48.582
211654	-168.221	 195.280	  48.990
211655	-168.159	 194.916	  49.374
211656	-168.283	 194.596	  49.736
211657	-168.475	 194.327	  50.113
211658	-168.623	 193.941	  50.405
211659	-168.735	 193.492	  50.652
211660	-168.774	 192.918	  50.756
211661	 118.137	 259.121	  86.466
211662	 117.727	 259.427	  86.403
211663	 117.307	 259.739	  86.345
211664	 116.936	 260.090	  86.318
211665	 116.669	 260.510	  86.358
211666	 116.477	 260.967	  86.430
211667	 116.303	 261.431	  86.508
211668	 116.121	 261.891	  86.582
211669	 115.932	 262.348	  86.654
211670	 115.739	 262.804	  86.724
211671	 115.555	 263.263	  86.802
211672	 115.365	 263.716	  86.894
211673	 115.176	 264.167	  87.005
211674	 114.972	 264.609	  87.121
211675	 114.766	 265.049	  87.241
211676	 114.554	 265.486	  87.361
211677	 273.751	 291.135	 -65.879
211678	 273.819	 290.688	 -65.661
211679	 273.822	 290.241	 -65.428
211680	 273.750	 289.793	 -65.189
211681	 273.646	 289.359	 -64.950
211682	 273.513	 288.930	 -64.713
211683	 -28.974	 107.102	  -4.346
211684	 -29.110	 106.819	  -3.942
211685	 -29.253	 106.545	  -3.540
211686	 -29.371	 106.238	  -3.155
211687	 -29.517	 105.939	  -2.776
211688	 -29.682	 105.658	  -2.394
211689	 -29.936	 105.460	  -2.003
211690	 -30.186	 105.308	  -1.589
211691	 -30.448	 105.155	  -1.186
211692	 -30.693	 105.003	  -0.774
211693	 -30.949	 104.826	  -0.382
211694	-196.648	 168.842	  12.428
211695	-196.338	 169.166	  12.651
211696	-196.026	 169.490	  12.869
211697	-195.712	 169.811	  13.090
211698	-195.367	 170.133	  13.284
211699	-195.012	 170.421	  13.506
211700	-194.653	 170.663	  13.762
211701	-194.308	 170.862	  14.066
211702	-193.964	 171.048	  14.382
211703	-193.611	 171.250	  14.676
211704	-193.266	 171.452	  14.979
211705	-192.926	 171.662	  15.282
211706	-192.614	 171.886	  15.604
211707	-192.346	 172.166	  15.919
211708	-192.100	 172.497	  16.207
211709	-191.865	 172.852	  16.479
211710	-191.616	 173.196	  16.744
211711	-191.366	 173.533	  17.016
211712	-191.116	 173.867	  17.292
211713	 -62.789	  98.364	  -7.230
211714	 -62.484	  97.966	  -7.322
211715	 -62.172	  97.572	  -7.385
211716	 -61.806	  97.190	  -7.531
211717	 -61.458	  96.801	  -7.612
211718	 -61.122	  96.412	  -7.628
211719	 -60.822	  96.036	  -7.473
211720	 -60.487	  95.697	  -7.315
211721	 -60.124	  95.386	  -7.163
211722	 -59.764	  95.072	  -7.015
211723	 -59.417	  94.742	  -6.872
211724	 -94.729	  79.591	 -29.385
211725	 -94.779	  79.109	 -29.220
211726	 -94.802	  78.613	 -29.120
211727	 -94.767	  78.116	 -29.062
211728	 -94.688	  77.623	 -29.017
211729	 -94.588	  77.137	 -28.950
211730	 -94.494	  76.651	 -28.882
211731	 -94.398	  76.164	 -28.817
211732	-130.031	 293.835	 -47.175
211733	-129.700	 294.176	 -46.992
211734	-129.392	 294.501	 -46.763
211735	-129.103	 294.819	 -46.506
211736	-128.848	 295.148	 -46.228
211737	-128.616	 295.482	 -45.934
211738	-128.414	 295.824	 -45.624
211739	-128.217	 296.171	 -45.320
211740	-155.652	 116.508	  56.275
211741	-155.871	 116.179	  56.596
211742	-156.128	 115.843	  56.865
211743	-156.414	 115.504	  57.096
211744	-156.700	 115.166	  57.331
211745	-156.975	 114.834	  57.589
211746	-157.239	 114.511	  57.871
211747	-110.709	  80.505	  -6.610
211748	-110.554	  80.918	  -6.373
211749	-110.411	  81.333	  -6.133
211750	-110.243	  81.745	  -5.901
211751	-110.005	  82.182	  -5.665
211752	-109.869	  82.604	  -5.394
211753	-109.945	  82.988	  -5.085
211754	-110.192	  83.321	  -4.756
211755	-110.379	  83.681	  -4.434
211756	-110.414	  84.076	  -4.115
211757	-110.365	  84.489	  -3.800
211758	-110.317	  84.882	  -3.488
211759	-110.263	  85.274	  -3.181
211760	-110.216	  85.664	  -2.871
211761	-110.171	  86.052	  -2.559
211762	-110.097	  86.428	  -2.239
211763	-109.951	  86.788	  -1.927
211764	 -45.430	 193.154	  43.751
211765	 -45.797	 193.345	  44.032
211766	 -46.164	 193.538	  44.312
211767	 -46.536	 193.727	  44.587
211768	 -46.914	 193.906	  44.861
211769	 -47.293	 194.068	  45.146
211770	 -47.663	 194.218	  45.450
211771	 158.296	 199.362	  71.212
211772	 158.078	 199.025	  70.913
211773	 157.853	 198.693	  70.615
211774	 157.623	 198.363	  70.316
211775	 157.391	 198.035	  70.011
211776	 157.186	 197.683	  69.718
211777	 157.034	 197.298	  69.418
211778	 156.921	 196.865	  69.164
211779	 156.808	 196.409	  68.972
211780	 156.649	 195.946	  68.892
211781	 156.468	 195.480	  68.887
211782	 156.255	 195.028	  68.953
211783	 156.118	 194.512	  68.866
211784	 156.101	 193.921	  68.526
211785	 -78.186	 180.897	 -27.686
211786	 -77.926	 180.381	 -27.714
211787	 -77.626	 179.932	 -27.786
211788	 -77.284	 179.557	 -27.908
211789	 -76.829	 179.380	 -28.079
211790	 -76.376	 179.180	 -28.225
211791	 -75.937	 178.940	 -28.270
211792	 -75.514	 178.664	 -28.195
211793	 -75.094	 178.390	 -28.035
211794	 250.409	 155.594	  -8.536
211795	 250.678	 155.489	  -8.116
211796	 250.915	 155.343	  -7.697
211797	 251.131	 155.174	  -7.278
211798	 251.303	 154.972	  -6.853
211799	 251.427	 154.738	  -6.427
211800	 251.503	 154.466	  -6.005
211801	 251.568	 154.181	  -5.592
211802	 251.662	 153.909	  -5.183
211803	 251.765	 153.636	  -4.776
211804	 251.877	 153.382	  -4.358
211805	 251.935	 153.080	  -3.961
211806	 251.973	 152.804	  -3.544
211807	 251.983	 152.537	  -3.120
211808	 252.025	 152.324	  -2.668
211809	 252.069	 152.102	  -2.222
211810	 252.112	 151.872	  -1.780
211811	 252.149	 151.648	  -1.335
211812	 -94.271	  82.001	  10.452
211813	 -93.852	  81.605	  10.652
211814	 -93.722	  81.243	  10.981
211815	 -93.600	  80.872	  11.300
211816	 -93.490	  80.488	  11.609
211817	 -93.413	  80.084	  11.896
211818	 -93.333	  79.653	  12.139
211819	 -93.256	  79.195	  12.323
211820	 -93.158	  78.718	  12.455
211821	   1.876	  84.344	  42.891
211822	   1.522	  84.031	  43.055
211823	   1.176	  83.703	  43.206
211824	   0.833	  83.361	  43.342
211825	   0.493	  83.017	  43.471
211826	   0.149	  82.676	  43.599
211827	  -0.192	  82.322	  43.700
211828	  -0.532	  81.953	  43.765
211829	  -8.703	  74.318	  38.941
211830	  -8.629	  74.054	  39.363
211831	  -8.551	  73.759	  39.759
211832	  -8.485	  73.416	  40.119
211833	  -8.433	  73.035	  40.448
211834	-123.836	 144.450	  41.719
211835	-124.177	 144.435	  42.091
211836	-124.538	 144.441	  42.447
211837	-124.888	 144.434	  42.832
211838	-125.253	 144.469	  43.189
211839	-125.626	 144.555	  43.520
211840	 -84.296	 120.611	 -68.581
211841	 -84.319	 121.149	 -68.572
211842	 -84.394	 121.662	 -68.500
211843	 -84.539	 122.126	 -68.350
211844	 -84.748	 122.536	 -68.139
211845	 -85.002	 122.940	 -67.949
211846	 -85.022	 123.448	 -67.727
211847	 204.298	 125.686	   7.807
211848	 203.831	 125.858	   7.872
211849	 203.360	 126.020	   7.936
211850	 202.885	 126.172	   7.991
211851	 202.404	 126.304	   8.030
211852	 201.918	 126.421	   8.046
211853	 201.427	 126.521	   8.040
211854	 200.935	 126.615	   8.024
211855	 200.443	 126.703	   8.007
211856	 199.952	 126.794	   7.994
211857	 199.460	 126.881	   7.966
211858	 198.968	 126.968	   7.931
211859	 198.476	 127.053	   7.896
211860	 197.985	 127.146	   7.883
211861	-135.908	 114.127	  60.500
211862	-135.807	 113.759	  60.824
211863	-135.700	 113.388	  61.143
211864	-135.595	 113.021	  61.470
211865	-135.492	 112.662	  61.813
211866	-135.382	 112.294	  62.149
211867	-135.257	 111.900	  62.438
211868	-135.116	 111.476	  62.663
211869	-134.967	 111.032	  62.838
211870	-134.818	 110.576	  62.982
211871	-134.674	 110.115	  63.110
211872	-134.534	 109.650	  63.228
211873	-134.397	 109.181	  63.337
211874	  77.159	  45.696	  -1.827
211875	  77.352	  45.465	  -1.418
211876	  77.404	  45.272	  -0.950
211877	  77.350	  45.094	  -0.460
211878	  77.209	  44.929	   0.040
211879	  77.118	  44.709	   0.482
211880	  77.026	  44.471	   0.913
211881	  76.918	  44.203	   1.326
211882	  76.797	  43.940	   1.743
211883	  76.675	  43.683	   2.163
211884	   2.752	  65.050	 -44.068
211885	   2.499	  65.021	 -43.637
211886	   2.261	  65.000	 -43.197
211887	   2.027	  64.998	 -42.750
211888	   1.786	  65.020	 -42.302
211889	   1.508	  65.023	 -41.881
211890	   1.182	  64.965	 -41.510
211891	   0.822	  64.847	 -41.185
211892	   0.448	  64.703	 -40.881
211893	   0.079	  64.569	 -40.571
211894	  -0.291	  64.436	 -40.258
211895	  -0.661	  64.309	 -39.942
211896	 132.360	 291.984	  31.467
211897	 132.010	 292.341	  31.473
211898	 131.658	 292.695	  31.486
211899	 131.297	 293.043	  31.496
211900	 130.916	 293.375	  31.492
211901	 130.541	 293.714	  31.453
211902	 130.233	 294.103	  31.430
211903	 129.981	 294.533	  31.421
211904	 129.761	 294.985	  31.446
211905	 129.514	 295.420	  31.460
211906	 129.262	 295.851	  31.474
211907	 129.002	 296.278	  31.489
211908	 128.734	 296.702	  31.504
211909	 128.489	 297.138	  31.516
211910	 128.308	 297.606	  31.489
211911	 128.199	 298.102	  31.430
211912	 128.138	 298.607	  31.345
211913	 128.061	 299.098	  31.270
211914	 127.977	 299.585	  31.191
211915	 127.890	 300.070	  31.104
211916	-187.668	 177.152	 -97.719
211917	-187.157	 177.241	 -97.606
211918	-186.689	 177.299	 -97.413
211919	-186.255	 177.347	 -97.162
211920	-185.855	 177.437	 -96.871
211921	-185.444	 177.531	 -96.596
211922	-185.026	 177.636	 -96.340
211923	-184.605	 177.766	 -96.102
211924	-184.210	 177.922	 -95.840
211925	-183.839	 178.093	 -95.548
211926	-183.484	 178.267	 -95.239
211927	-183.161	 178.390	 -94.841
211928	-182.859	 178.470	 -94.384
211929	 -72.903	 216.504	 -70.518
211930	 -72.883	 216.279	 -70.071
211931	 -72.878	 216.054	 -69.624
211932	 -72.880	 215.829	 -69.177
211933	 -72.884	 215.610	 -68.728
211934	 -72.886	 215.391	 -68.278
211935	 -72.898	 215.172	 -67.828
211936	 -72.923	 214.952	 -67.380
211937	  46.928	  66.109	   7.836
211938	  46.863	  65.628	   7.984
211939	  46.796	  65.151	   8.139
211940	  46.723	  64.683	   8.311
211941	  46.660	  64.213	   8.475
211942	  46.606	  63.734	   8.604
211943	  46.579	  63.241	   8.675
211944	  46.598	  62.739	   8.677
211945	  46.644	  62.234	   8.641
211946	  46.701	  61.733	   8.591
211947	 225.167	 226.455	 -89.951
211948	 225.423	 226.486	 -89.510
211949	 225.684	 226.461	 -89.063
211950	 225.936	 226.379	 -88.628
211951	 226.167	 226.195	 -88.226
211952	 226.362	 225.908	 -87.869
211953	 226.520	 225.556	 -87.537
211954	 226.683	 225.186	 -87.225
211955	 226.883	 224.833	 -86.926
211956	 227.113	 224.482	 -86.650
211957	 227.351	 224.131	 -86.384
211958	 227.706	 223.883	 -86.037
211959	 228.017	 223.580	 -85.750
211960	 228.317	 223.249	 -85.502
211961	 228.498	 222.792	 -85.373
211962	 228.726	 222.370	 -85.232
211963	 228.948	 221.940	 -85.102
211964	 229.163	 221.504	 -84.980
211965	 229.397	 221.079	 -84.855
211966	 229.665	 220.674	 -84.735
211967	 229.963	 220.287	 -84.624
211968	 230.267	 219.904	 -84.511
211969	 230.469	 219.487	 -84.299
211970	 230.637	 219.078	 -84.021
211971	 230.791	 218.703	 -83.676
211972	 231.031	 218.382	 -83.374
211973	 231.284	 218.071	 -83.072
211974	-202.629	 244.370	 -68.290
211975	-202.589	 244.472	 -67.783
211976	-202.625	 244.550	 -67.286
211977	-202.723	 244.603	 -66.799
211978	-202.838	 244.641	 -66.314
211979	-256.126	 256.581	 143.452
211980	-256.430	 256.198	 143.571
211981	-256.755	 255.828	 143.670
211982	-257.099	 255.478	 143.770
211983	-257.469	 255.156	 143.868
211984	-257.836	 254.837	 143.985
211985	-258.202	 254.514	 144.101
211986	-258.562	 254.185	 144.215
211987	   2.148	 173.391	 -29.225
211988	   1.651	 173.391	 -29.165
211989	   1.154	 173.399	 -29.106
211990	   0.659	 173.414	 -29.037
211991	   0.160	 173.444	 -28.987
211992	  -0.348	 173.476	 -28.963
211993	  -0.855	 173.484	 -28.926
211994	  -1.339	 173.427	 -28.821
211995	  -1.803	 173.338	 -28.656
211996	  -2.258	 173.240	 -28.472
211997	  -2.719	 173.157	 -28.294
211998	  -3.172	 173.071	 -28.100
211999	  -3.621	 173.010	 -27.804
212000	  -4.083	 172.932	 -27.569
212001	  -4.556	 172.835	 -27.401
212002	  -5.041	 172.702	 -27.414
212003	  -5.530	 172.579	 -27.450
212004	  -6.022	 172.471	 -27.498
212005	  -6.507	 172.350	 -27.510
212006	  -6.966	 172.141	 -27.499
212007	  -7.388	 171.844	 -27.463
212008	  -7.768	 171.475	 -27.397
212009	  11.326	 327.573	-103.983
212010	  10.874	 327.335	-103.813
212011	  10.406	 327.144	-103.627
212012	   9.935	 327.079	-103.436
212013	   9.493	 327.254	-103.318
212014	   9.150	 327.595	-103.014
212015	 -38.548	 246.297	 117.751
212016	 -39.041	 246.390	 117.623
212017	 -39.539	 246.460	 117.528
212018	 -40.039	 246.507	 117.463
212019	 -40.538	 246.530	 117.475
212020	 -41.038	 246.538	 117.501
212021	 -41.537	 246.541	 117.534
212022	 -42.036	 246.549	 117.560
212023	 -42.536	 246.551	 117.579
212024	 -43.038	 246.544	 117.586
212025	 -43.537	 246.539	 117.621
212026	 -44.032	 246.598	 117.661
212027	 -44.506	 246.682	 117.790
212028	 -44.966	 246.801	 117.944
212029	 -45.414	 246.903	 118.146
212030	 -45.867	 247.020	 118.324
212031	 -46.322	 247.130	 118.500
212032	 207.010	 262.832	-129.403
212033	 207.290	 262.432	-129.293
212034	 207.618	 262.027	-129.185
212035	 207.900	 261.602	-129.067
212036	 208.140	 261.160	-128.942
212037	 208.386	 260.725	-128.866
212038	 208.731	 260.329	-128.883
212039	 209.173	 259.989	-128.998
212040	-164.740	 156.728	 -70.095
212041	-164.727	 157.233	 -69.817
212042	-164.800	 157.657	 -69.509
212043	-164.993	 157.979	 -69.179
212044	-165.266	 158.243	 -68.854
212045	-165.565	 158.488	 -68.535
212046	-165.861	 158.729	 -68.212
212047	-166.164	 158.964	 -67.890
212048	-166.470	 159.191	 -67.564
212049	-166.776	 159.427	 -67.244
212050	-167.074	 159.673	 -66.925
212051	-167.357	 159.935	 -66.605
212052	  35.850	  76.269	  65.465
212053	  36.234	  76.463	  65.913
212054	  36.460	  76.755	  66.322
212055	  36.553	  77.115	  66.689
